"","codew","flux_umolm2sec","plot_code","sub_plot","plot_corner_code","collar_number","measurement_code","treatment_code_partitioning","disturbance_code_control","litter_code","replica","year","egm_measurement","recno","day","month","hour","min","co2ref_ppm_sec","InputD","time","InputF","atmp_mb","probe_type","quality_code","comments","collar_num","vwc_percent_in","vwc_percent_out","soil_temp_c_in","soil_temp_c_out","air_temp_c","ch_new","ch_fill","collar_diam","codew"
"7415","8.1.27.7.2016","2.7278008059312","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",1,2016,64,24,27,7,9,49,473,35,105,0.31,994,8,"good","NaN",8,NA,13.0857142857143,NA,23.3714285714286,25.1,6.95714285714286,6.95714285714286,12,"8.1.27.7.2016"
"7416","8.1.27.8.2006","2.10468362135541","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,27,27,8,8,59,567,27,124,0.2,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.94010989010989,12,"8.1.27.8.2006"
"7417","8.1.28.1.2006","3.94374122023953","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2006,NA,21,28,1,9,30,490,51,96,0.5,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.75166666665,12,"8.1.28.1.2006"
"7418","8.1.28.1.2011","1.2457184552206","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,22,28,1,8,19,564,51,100,0.48,991,8,NA,NA,8,NA,39.375,NA,23.5,23.5,5.32333333333333,5.32333333333333,12,"8.1.28.1.2011"
"7419","8.1.28.1.2016","1.93234022526833","TAM-05",25,NA,8,"TOTAL","so_no_lit",NA,"none",1,2016,48,17,28,1,12,2,488,50,76,0.62,987,8,"good",NA,8,NA,23.5714285714286,NA,26.0285714285714,26.8142857142857,5.35714285714286,5.35714285714286,12,"8.1.28.1.2016"
"7420","8.1.28.10.2014","4.4172750542877","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,18,28,10,8,51,538,51,81,0.59,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.38571428571429,12,"8.1.28.10.2014"
"7421","8.1.28.11.2012","4.28344846290383","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,20,28,11,0,0,552,52,91,0.53,988,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.86666666666667,12,"8.1.28.11.2012"
"7422","8.1.28.2.2012","6.96162834853157","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,13,28,2,13,1,458,54,57,0.88,992,8,NA,NA,8,NA,28,NA,24.7,24.7,5.2,5.2,12,"8.1.28.2.2012"
"7423","8.1.28.3.2014","4.35761514956877","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,18,28,3,0,30,532,50,81,0.58,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.24166666666667,12,"8.1.28.3.2014"
"7424","8.1.28.3.2016","Inf","TAM-05",25,NA,8,"TOTAL","so_no_lit",NA,"none",1,2016,48,27,28,3,11,53,529,27,124,0.21,996,8,"good",NA,8,NA,22.2,NA,23.1333333333333,25.4833333333333,4.35,4.35,12,"8.1.28.3.2016"
"7425","8.1.28.4.2005","2.3072962288303","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2005,NA,27,28,4,10,42,456,36,124,0.28,996,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.73,12,"8.1.28.4.2005"
"7426","8.1.28.4.2007","2.81015575546651","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,27,28,4,9,20,449,40,124,0.3,999,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.73,12,"8.1.28.4.2007"
"7427","8.1.28.8.2016","3.13353963988795","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",1,2016,64,25,28,8,9,25,573,50,115,0.41,990,8,"good","NaN",8,NA,12.3666666666667,NA,24.65,27.4166666666667,4.96666666666667,4.96666666666667,12,"8.1.28.8.2016"
"7428","8.1.28.9.2016","3.75706123664017","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",1,2016,64,21,28,9,9,0,582,52,96,0.51,996,8,"good","NaN",8,NA,15.7666666666667,NA,25.3,28.2666666666667,5.15,5.15,12,"8.1.28.9.2016"
"7429","8.1.29.1.2012","0","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2012,NA,25,29,1,11,5,502,51,115,0.42,990,8,NA,NA,8,NA,12,NA,25.1,25.1,5.1,5.1,12,"8.1.29.1.2012"
"7430","8.1.29.10.2016","3.64416604606413","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",1,2016,64,21,29,10,8,43,505,50,96,0.49,994,8,"good","NaN",8,NA,15.1285714285714,NA,24.0857142857143,25.9571428571429,5.3,5.3,12,"8.1.29.10.2016"
"7431","8.1.29.5.2013","2.2389822629949","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2013,NA,27,29,5,8,10,513,41,124,0.31,988,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.675,12,"8.1.29.5.2013"
"7432","8.1.29.6.2016","1.96196258722695","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",1,2016,64,27,29,6,10,28,432,37,124,0.28,996,8,"good","NaN",8,NA,12.1666666666667,NA,20.6833333333333,20.8,4.31666666666667,4.31666666666667,12,"8.1.29.6.2016"
"7433","8.1.29.8.2005","4.09711230616126","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2005,NA,26,29,8,10,28,501,51,96,0.5,988,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.94010989010989,12,"8.1.29.8.2005"
"7434","8.1.30.11.2011","5.71282629737142","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,11,30,11,11,39,562,51,48,1,992,8,NA,NA,8,NA,NA,NA,26.5,26.5,5,5,12,"8.1.30.11.2011"
"7435","8.1.30.5.2007","3.22364016087952","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,27,30,5,9,55,505,48,124,0.37,1000,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.17797619047619,12,"8.1.30.5.2007"
"7436","8.1.30.8.2007","2.46041475762617","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,27,30,8,9,55,434,35,124,0.27,994,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.94010989010989,12,"8.1.30.8.2007"
"7437","8.1.30.9.2005","2.81754394111015","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2005,NA,27,30,9,8,4,566,47,124,0.36,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.90141025641026,12,"8.1.30.9.2005"
"7438","8.1.30.9.2015","1.87420041483926","TAM-05",25,NA,8,"TOTAL","so_no_lit",NA,"none",1,2015,48,27,30,9,11,48,500,42,124,0.31,983,8,"good",NA,8,NA,16.6666666666667,NA,26.4333333333333,29.15,5.18333333333333,5.18333333333333,12,"8.1.30.9.2015"
"7439","8.1.31.7.2009","2.7620121397106","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2009,NA,27,31,7,8,42,517,44,124,0.33,996,8,NA,NA,8,NA,20.2,NA,NA,25.4508076923077,4.73615384615385,4.73615384615385,12,"8.1.31.7.2009"
"7440","8.1.4.5.2014","4.32832923788343","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,1,2014,NA,19,4,5,10,1,524,52,86,0.57,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.675,12,"8.1.4.5.2014"
"7441","8.2.1.3.2009","3.88695873716829","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,19,1,3,16,27,484,50,86,0.55,985,8,NA,NA,8,NA,41,NA,NA,25.4508076923077,4.7,4.7,12,"8.2.1.3.2009"
"7442","8.2.1.8.2007","6.23439598865553","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,19,1,8,10,17,573,51,86,0.56,994,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,7.98928571428571,12,"8.2.1.8.2007"
"7443","8.2.12.12.2011","6.58633273740421","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,12,12,12,10,29,470,50,52,0.89,987,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.875,12,"8.2.12.12.2011"
"7444","8.2.12.4.2015","4.63258434223396","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,19,12,4,10,9,571,52,86,0.57,992,8,"good","NaN",8,NA,20,NA,24.8,26.3,6.275,6.275,12,"8.2.12.4.2015"
"7445","8.2.13.12.2005","5.07347338663163","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,16,13,12,11,30,473,53,72,0.7,986,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.125,12,"8.2.13.12.2005"
"7446","8.2.13.3.2011","4.83889905137076","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,19,13,3,14,1,573,52,86,0.56,985,8,NA,NA,8,NA,42,NA,NA,25.4508076923077,5.95,5.95,12,"8.2.13.3.2011"
"7447","8.2.13.6.2011","2.99222733931552","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,27,13,6,14,23,510,43,124,0.32,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.936875,12,"8.2.13.6.2011"
"7448","8.2.15.1.2015","2.90217589406347","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,27,15,1,9,59,551,38,124,0.28,992,8,"good","NaN",8,NA,27,NA,24.6,26.15,7.45,7.45,12,"8.2.15.1.2015"
"7449","8.2.15.10.2012","4.82401450990915","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,17,15,10,11,50,478,50,76,0.62,987,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.7,12,"8.2.15.10.2012"
"7450","8.2.17.12.2007","5.51038022460758","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,14,17,12,12,10,464,50,62,0.76,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.125,12,"8.2.17.12.2007"
"7451","8.2.17.12.2009","3.98385296985023","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,17,17,12,9,26,471,51,76,0.62,988,8,NA,NA,8,NA,27.5,NA,NA,25.4508076923077,3.75,3.75,12,"8.2.17.12.2009"
"7452","8.2.17.12.2012","3.29316636870211","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,23,17,12,9,24,568,51,105,0.46,987,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.875,12,"8.2.17.12.2012"
"7453","8.2.17.7.2014","3.23916252297694","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,23,17,7,0,23,474,51,105,0.46,1002,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.722,12,"8.2.17.7.2014"
"7454","8.2.18.12.2006","4.07936075144174","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,21,18,12,8,11,480,52,96,0.51,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.125,12,"8.2.18.12.2006"
"7455","8.2.18.5.2015","5.57898569434586","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,27,18,5,9,21,532,34,124,0.26,994,8,"good","NaN",8,NA,24,NA,24,24.1,4.9,4.9,12,"8.2.18.5.2015"
"7456","8.2.18.6.2014","4.86469588713225","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,16,18,6,0,19,489,51,72,0.67,999,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.936875,12,"8.2.18.6.2014"
"7457","8.2.18.7.2011","5.91845197486086","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,15,18,7,9,53,529,50,67,0.7,994,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.722,12,"8.2.18.7.2011"
"7458","8.2.19.10.2013","4.15162690344765","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,20,19,10,8,24,513,50,91,0.52,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.7,12,"8.2.19.10.2013"
"7459","8.2.19.12.2008","4.76573424830926","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,15,19,12,9,43,501,50,67,0.71,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.125,12,"8.2.19.12.2008"
"7460","8.2.19.12.2013","5.95632347678694","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,15,19,12,12,23,517,51,67,0.72,986,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.875,12,"8.2.19.12.2013"
"7461","8.2.19.9.2012","0.999243185974633","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,27,19,9,12,4,535,23,124,0.17,987,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.07857142857143,12,"8.2.19.9.2012"
"7462","8.2.2.10.2006","4.32528051986522","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,22,2,10,9,10,500,50,100,0.47,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.95,12,"8.2.2.10.2006"
"7463","8.2.20.1.2014","3.8885619140146","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,23,20,1,9,33,448,51,105,0.45,987,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,6.6475,12,"8.2.20.1.2014"
"7464","8.2.20.11.2007","7.2836531114732","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,11,20,11,10,12,556,53,48,1.05,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.792,12,"8.2.20.11.2007"
"7465","8.2.20.11.2016","3.13253777129536","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,22,20,11,9,13,548,50,100,0.47,986,8,"good","NaN",8,NA,31.9,NA,24.1,25.8,2.5,2.5,12,"8.2.20.11.2016"
"7466","8.2.20.12.2016","2.60878634399792","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,24,20,12,9,3,531,49,105,0.44,987,8,"good","NaN",8,NA,21,NA,27,27.2,1,1,12,"8.2.20.12.2016"
"7467","8.2.20.2.2015","1.6042189057748","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,27,20,2,10,19,522,41,124,0.31,986,8,"good","NaN",8,NA,20,NA,25,26.4,5.3,5.3,12,"8.2.20.2.2015"
"7468","8.2.20.7.2015","3.25504043504381","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,27,20,7,10,48,460,47,124,0.35,992,8,"good","NaN",8,NA,17,NA,24,26.35,6.15,6.15,12,"8.2.20.7.2015"
"7469","8.2.20.8.2014","3.26978260370412","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,21,20,8,9,22,522,51,96,0.5,995,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.01428571428571,12,"8.2.20.8.2014"
"7470","8.2.21.12.2014","1.97589982122126","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,27,21,12,9,16,546,33,124,0.25,987,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.875,12,"8.2.21.12.2014"
"7471","8.2.21.3.2012","8.13555111937526","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,9,21,3,11,32,457,33,33,0.93,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.225,12,"8.2.21.3.2012"
"7472","8.2.21.4.2016","4.10613676323374","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,25,21,4,9,22,506,39,110,0.34,990,8,"good","NaN",8,NA,30.2,NA,26.1,26.05,14.05,14.05,12,"8.2.21.4.2016"
"7473","8.2.22.11.2008","3.10856713336288","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,24,22,11,9,25,463,51,110,0.44,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.792,12,"8.2.22.11.2008"
"7474","8.2.22.2.2008","3.97678809080313","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,19,22,2,10,31,460,51,86,0.56,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.35,12,"8.2.22.2.2008"
"7475","8.2.22.2.2013","3.57788462217804","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,23,22,2,11,6,472,50,105,0.45,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.4375,12,"8.2.22.2.2013"
"7476","8.2.22.3.2008","4.2565491769721","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,17,22,3,11,29,449,52,76,0.64,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.35,12,"8.2.22.3.2008"
"7477","8.2.22.6.2007","3.0544776158168","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,24,22,6,8,59,699,52,110,0.44,994,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.686875,12,"8.2.22.6.2007"
"7478","8.2.22.8.2013","1.98731861228753","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,27,22,8,9,22,451,32,124,0.24,985,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.01428571428571,12,"8.2.22.8.2013"
"7479","8.2.22.9.2008","2.48675544884888","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,27,22,9,10,31,435,46,124,0.35,997,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.72857142857143,12,"8.2.22.9.2008"
"7480","8.2.22.9.2014","4.3272190734476","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,18,22,9,23,34,504,53,81,0.61,994,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.07857142857143,12,"8.2.22.9.2014"
"7481","8.2.23.1.2008","4.74682601018643","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,18,23,1,10,30,450,50,81,0.57,988,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.75166666665,12,"8.2.23.1.2008"
"7482","8.2.23.10.2007","5.03985920715065","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,16,23,10,9,47,486,51,72,0.67,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.95,12,"8.2.23.10.2007"
"7483","8.2.23.2.2010","3.23295293158696","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2010,NA,23,23,2,9,11,499,52,105,0.46,988,8,NA,NA,8,NA,36,NA,NA,25.4508076923077,3.7,3.7,12,"8.2.23.2.2010"
"7484","8.2.23.3.2015","3.84124891182964","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,20,23,3,10,20,633,50,91,0.52,992,8,"good","NaN",8,NA,22,NA,25.9,27.7,4.5,4.5,12,"8.2.23.3.2015"
"7485","8.2.23.4.2011","3.63146048759809","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,23,23,4,9,36,546,52,105,0.46,992,8,NA,NA,8,NA,43.25,NA,NA,25.4508076923077,5.675,5.675,12,"8.2.23.4.2011"
"7486","8.2.23.5.2014","3.8155381555137","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,23,23,5,1,46,472,51,105,0.46,997,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.82857142857143,12,"8.2.23.5.2014"
"7487","8.2.23.6.2006","3.93508728775249","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,20,23,6,8,58,516,53,91,0.55,996,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.686875,12,"8.2.23.6.2006"
"7488","8.2.23.7.2006","2.44137418458423","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,23,7,10,5,547,51,124,0.38,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,1.647,12,"8.2.23.7.2006"
"7489","8.2.23.8.2015","2.37051702355306","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,27,23,8,9,55,491,45,124,0.34,988,8,"good","NaN",8,NA,13,NA,25.4,28.2,5.1,5.1,12,"8.2.23.8.2015"
"7490","8.2.23.9.2013","3.56276518781637","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,23,23,9,8,49,755,50,105,0.45,995,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.07857142857143,12,"8.2.23.9.2013"
"7491","8.2.24.1.2007","NaN","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,9,24,1,9,20,530,51,38,1.26,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.75166666665,12,"8.2.24.1.2007"
"7492","8.2.24.1.2013","4.87835766324913","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,19,24,1,11,52,465,52,86,0.57,985,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,6.6475,12,"8.2.24.1.2013"
"7493","8.2.24.11.2006","4.50287857085261","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,20,24,11,8,39,528,50,91,0.52,991,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.792,12,"8.2.24.11.2006"
"7494","8.2.24.11.2009","3.27689574940471","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,21,24,11,8,40,498,50,96,0.49,988,8,NA,NA,8,NA,24.6666666666667,NA,NA,25.4508076923077,3.534,3.534,12,"8.2.24.11.2009"
"7495","8.2.24.2.2011","3.38294805760645","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,22,24,2,8,11,525,51,100,0.48,990,8,NA,NA,8,NA,43.7142857142857,NA,NA,25.4508076923077,5.575,5.575,12,"8.2.24.2.2011"
"7496","8.2.24.3.2013","3.17706562143082","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,24,24,3,9,33,556,50,110,0.42,983,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.225,12,"8.2.24.3.2013"
"7497","8.2.24.4.2006","4.37496234523831","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,21,24,4,9,30,672,53,96,0.52,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.108125,12,"8.2.24.4.2006"
"7498","8.2.24.4.2013","2.8064120396648","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,27,24,4,8,58,575,46,124,0.35,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.975,12,"8.2.24.4.2013"
"7499","8.2.24.6.2009","4.06616756099917","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,21,24,6,10,11,470,50,96,0.49,995,8,NA,NA,8,NA,27.8333333333333,NA,NA,10.75,4.87375,4.87375,12,"8.2.24.6.2009"
"7500","8.2.24.6.2013","2.98318737756532","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,24,24,6,12,28,588,50,110,0.43,990,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,4.936875,12,"8.2.24.6.2013"
"7501","8.2.24.7.2008","3.39762687935173","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,22,24,7,9,36,577,50,100,0.47,995,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,1.647,12,"8.2.24.7.2008"
"7502","8.2.24.9.2007","2.48426121068554","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,27,24,9,10,57,430,39,124,0.29,996,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.72857142857143,12,"8.2.24.9.2007"
"7503","8.2.24.9.2011","2.18257524663659","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,27,24,9,10,29,501,28,124,0.21,995,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,5.07857142857143,12,"8.2.24.9.2011"
"7504","8.2.25.1.2009","3.15327325038328","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,26,25,1,9,51,480,51,100,0.47,988,8,NA,NA,8,NA,37,NA,NA,25.4508076923077,4.3533333333,4.3533333333,12,"8.2.25.1.2009"
"7505","8.2.25.1.2010","3.91183774542521","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2010,NA,18,25,1,9,47,479,51,81,0.59,990,8,NA,NA,8,NA,37.5,NA,NA,25.4508076923077,3.8,3.8,12,"8.2.25.1.2010"
"7506","8.2.25.10.2009","3.13273960252521","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,19,25,10,9,24,498,52,86,0.57,990,8,NA,NA,8,NA,32.5,NA,NA,25.4508076923077,3.9,3.9,12,"8.2.25.10.2009"
"7507","8.2.25.10.2015","3.22923117854216","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2015,65,27,25,10,9,11,462,49,124,0.37,991,8,"good","NaN",8,NA,20.05,NA,25.5,28.55,7.5,7.5,12,"8.2.25.10.2015"
"7508","8.2.25.11.2013","4.26823414453803","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,17,25,11,9,0,491,51,76,0.62,985,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.017,12,"8.2.25.11.2013"
"7509","8.2.25.11.2014","2.10530356561617","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,27,25,11,13,26,474,40,124,0.3,983,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.017,12,"8.2.25.11.2014"
"7510","8.2.25.2.2007","4.27802520712837","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,18,25,2,10,18,474,50,81,0.58,996,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.35,12,"8.2.25.2.2007"
"7511","8.2.25.3.2007","3.89032429181642","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,21,25,3,10,13,500,51,96,0.5,993,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.35,12,"8.2.25.3.2007"
"7512","8.2.25.4.2008","3.57775791367408","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,20,25,4,8,54,498,50,91,0.52,992,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,3.108125,12,"8.2.25.4.2008"
"7513","8.2.25.5.2016","1.30792488402054","TAM-05",8,"NaN",8,"TOTAL","NaN","NaN","normal",2,2016,65,26,25,5,9,0,469,28,115,0.23,994,8,"good","NaN",8,NA,22.3,NA,21.1,20.1,0.5,0.5,12,"8.2.25.5.2016"
"7514","8.2.25.6.2005","2.98806074612955","TAM-05",8,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,21,25,6,8,55,576,51,96,0.5,995,8,NA,NA,8,NA,NA,NA,NA,25.4508076923077,NA,2.686875,12,"8.2.25.6.2005"
