"","codew","flux","plot_code","sub_plot","plot_corner_code","collar_number","measurement_code","treatment_code_partitioning","disturbance_code_control","litter_code","replica","year","egm_measurement","recno","day","month","hour","min","co2ref_ppm_sec","InputD","time","InputF","atmp_mb","probe_type","quality_code","comments","collar_num","vwc_percent_in","vwc_percent_out","soil_temp_c_in","soil_temp_c_out","air_temp_c","collar_height_cm","codew","collar_diam"
"1499","6.2.21.3.2011","0.377752842407766","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2011,32,25,21,3,21,52,448,51,115,0.36,850,8,"good","check numbers of sub_plot",6,NA,45.75,NA,NA,10.586231884058,6.875,"6.2.21.3.2011",12
"1500","6.2.21.4.2010","0.471726437214233","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2010,6.2,18,21,4,11,50,467,50,81,0.49,834,NA,"good","check numbers of sub_plot",6,NA,27.25,NA,NA,10.586231884058,4.98333333333333,"6.2.21.4.2010",12
"1501","6.2.21.8.2010","0.303979934361073","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2010,6.2,27,21,8,13,25,462,50,124,0.32,836,NA,"good","check numbers of sub_plot",6,NA,12.5,NA,NA,10.586231884058,5.36666666666667,"6.2.21.8.2010",12
"1502","6.2.23.10.2013","0.324508184310826","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2013,12,30,23,10,17,28,538,51,120,0.34,848,8,"good","check numbers of sub_plot",6,NA,41.3,NA,19.6,19.6,8.9,"6.2.23.10.2013",12
"1503","6.2.23.4.2011","0.293960393728225","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2011,32,27,23,4,17,1,469,45,124,0.29,856,8,"good","check numbers of sub_plot",6,NA,43.25,NA,NA,10.586231884058,6.675,"6.2.23.4.2011",12
"1504","6.2.23.5.2009","0.337755482623415","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2009,10,24,23,5,15,49,544,51,110,0.36,836,NA,"good","check numbers of sub_plot",6,NA,28,NA,NA,10.586231884058,5.48571428571429,"6.2.23.5.2009",12
"1505","6.2.23.5.2010","0.403367313219159","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2010,6.2,24,23,5,11,18,494,52,110,0.37,832,NA,"good","check numbers of sub_plot",6,NA,23.75,NA,NA,10.586231884058,5.008,"6.2.23.5.2010",12
"1506","6.2.25.1.2012","0.275375761909234","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2012,32,27,25,1,15,27,470,44,124,0.29,852,8,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.2.25.1.2012",12
"1507","6.2.25.11.2013","0.299713707995768","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2013,12,27,25,11,15,15,475,43,124,0.28,849,8,"good","check numbers of sub_plot",6,NA,37,NA,19.1,19.1,9.3,"6.2.25.11.2013",12
"1508","6.2.25.5.2013","0.270402939534638","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2013,12,27,25,5,12,8,500,46,124,0.3,857,8,"good","check numbers of sub_plot",6,NA,42.6,NA,17.5,17.5,8.6,"6.2.25.5.2013",12
"1509","6.2.27.7.2013","0.220203651001677","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2013,12,27,27,7,17,41,485,40,124,0.26,856,8,"good","check numbers of sub_plot",6,NA,30.4,NA,16.5,16.5,9.1,"6.2.27.7.2013",12
"1510","6.2.28.6.2013","0.301303903669925","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2013,12,24,28,6,16,32,501,51,110,0.37,850,8,"good","check numbers of sub_plot",6,NA,30.2,NA,17.9,17.9,4.5,"6.2.28.6.2013",12
"1511","6.2.29.1.2011","0.381308163277487","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2011,12,24,29,1,16,30,466,51,110,0.37,858,8,"good","check numbers of sub_plot",6,NA,35.2857142857143,NA,NA,10.586231884058,5.98571428571428,"6.2.29.1.2011",12
"1512","6.2.29.2.2012","0.189320836312598","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2012,2,27,29,2,20,12,493,34,124,0.22,852,8,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.2.29.2.2012",12
"1513","6.2.29.8.2013","0.220384811666232","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2013,12,30,29,8,16,40,479,37,124,0.24,857,8,"good","check numbers of sub_plot",6,NA,40.1,NA,16.6,16.6,9.1,"6.2.29.8.2013",12
"1514","6.2.29.9.2013","0.252146040820689","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2013,12,27,29,9,13,12,485,42,124,0.27,853,8,"good","check numbers of sub_plot",6,NA,46.3,NA,17.7,17.7,8.9,"6.2.29.9.2013",12
"1515","6.2.30.10.2011","0.224793242262761","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2011,12,27,30,10,15,5,476,34,124,0.22,856,8,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.2.30.10.2011",12
"1516","6.2.4.7.2011","0.225581069046392","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2011,12,27,4,7,16,48,452,33,124,0.21,859,8,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.2.4.7.2011",12
"1517","6.2.7.3.2009","0.269557964122419","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,2,2009,12,27,7,3,16,13,488,37,124,0.23,834,NA,"good","check numbers of sub_plot",6,NA,48,NA,NA,10.586231884058,4.95,"6.2.7.3.2009",12
"1518","6.NA.14.8.2009","0.438556909554685","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,NA,2009,6.2,23,14,8,9,18,560,53,105,0.4,835,NA,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.NA.14.8.2009",12
"1519","6.NA.15.9.2009","0.526025883224504","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,NA,2009,6.2,19,15,9,8,16,613,52,76,0.54,840,NA,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.NA.15.9.2009",12
"1520","6.NA.16.12.2009","0.252104570761975","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,NA,2009,7,27,16,12,13,32,437,38,124,0.24,832,NA,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.NA.16.12.2009",12
"1521","6.NA.16.7.2009","0.404821762665863","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,NA,2009,6.2,25,16,7,14,53,523,51,105,0.38,835,NA,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.NA.16.7.2009",12
"1522","6.NA.17.6.2009","0.35421904233263","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,NA,2009,6.2,27,17,6,14,34,542,49,124,0.31,835,NA,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.NA.17.6.2009",12
"1523","6.NA.21.10.2009","0.420174284603291","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,NA,2009,NA,22,21,10,17,3,461,51,100,0.4,832,NA,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.NA.21.10.2009",12
"1524","6.NA.8.4.2009","0.336947455153024","SPD-02",6,NA,NA,"TOTAL",NA,NA,NA,NA,2009,6.2,24,8,4,14,27,485,51,110,0.36,834,NA,"good","check numbers of sub_plot",6,NA,NA,NA,NA,10.586231884058,NA,"6.NA.8.4.2009",12
"1525","7.1.11.6.2011","0.503805127788754","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,13,27,11,6,11,32,486,50,91,0.45,860,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.1.11.6.2011",12
"1526","7.1.16.6.2010","0.135102193049366","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2010,7.1,27,16,6,10,55,465,21,124,0.13,836,NA,"good","check numbers of sub_plot",7,NA,18,NA,NA,10.586231884058,4.33333333333333,"7.1.16.6.2010",12
"1527","7.1.16.9.2010","0.118073014110877","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2010,7.1,27,16,9,9,40,457,19,124,0.12,835,NA,"good","check numbers of sub_plot",7,NA,15,NA,NA,10.586231884058,5.02166666666667,"7.1.16.9.2010",12
"1528","7.1.17.11.2011","0.675955380355544","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,13,15,17,11,9,55,458,54,67,0.66,858,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.1.17.11.2011",12
"1529","7.1.17.12.2010","0.150171905372157","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2010,13,27,17,12,21,29,442,22,124,0.14,826,NA,"good","check numbers of sub_plot",7,NA,33.5,NA,NA,10.586231884058,4.3125,"7.1.17.12.2010",12
"1530","7.1.17.7.2010","0.118497228532832","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2010,7.1,27,17,7,11,38,454,19,124,0.12,838,NA,"good","check numbers of sub_plot",7,NA,21.5,NA,NA,10.586231884058,7.055,"7.1.17.7.2010",12
"1531","7.1.17.9.2011","0.536671645146905","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,33,17,17,9,18,29,501,51,76,0.54,857,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.1.17.9.2011",12
"1532","7.1.18.12.2013","0.766269100658015","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2013,13,24,18,12,9,27,462,50,43,0.94,850,8,"good","check numbers of sub_plot",7,NA,39.6666666666667,NA,19.3166666666667,19.3166666666667,7.43333333333333,"7.1.18.12.2013",12
"1533","7.1.18.5.2011","0.46578743530686","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,13,19,18,5,20,53,488,50,86,0.47,854,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.1.18.5.2011",12
"1534","7.1.18.8.2011","0.432294696659155","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,13,23,18,8,11,49,500,51,105,0.39,856,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.1.18.8.2011",12
"1535","7.1.19.10.2010","0.184737503183954","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2010,7.1,27,19,10,15,22,530,27,124,0.17,832,NA,"good","check numbers of sub_plot",7,NA,22.1666666666667,NA,NA,10.8,4.57875,"7.1.19.10.2010",12
"1536","7.1.19.12.2011","0.592148699373968","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,33,16,19,12,12,40,525,51,72,0.58,857,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.1.19.12.2011",12
"1537","7.1.19.2.2011","0.82230904100699","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,3,20,19,2,16,27,456,53,52,0.81,849,8,"good","check numbers of sub_plot",7,NA,42.8571428571429,NA,NA,10.9,4.92857142857143,"7.1.19.2.2011",12
"1538","7.1.20.1.2010","0.251195539857785","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2010,NA,27,20,1,16,45,535,40,124,0.25,829,8,"good","check numbers of sub_plot",7,NA,36.5,NA,NA,10.586231884058,4.00125,"7.1.20.1.2010",12
"1539","7.1.21.11.2010","0.218228019065834","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2010,7.1,27,21,11,11,10,560,36,124,0.23,831,NA,"good","check numbers of sub_plot",7,NA,28,NA,NA,10.586231884058,4.4,"7.1.21.11.2010",12
"1540","7.1.21.3.2011","0.463605761136804","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,33,24,21,3,21,57,470,51,100,0.41,850,8,"good","check numbers of sub_plot",7,NA,47,NA,NA,10.586231884058,5.825,"7.1.21.3.2011",12
"1541","7.1.21.4.2010","0.168473727576512","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2010,7.1,27,21,4,11,57,501,34,124,0.22,834,NA,"good","check numbers of sub_plot",7,NA,25,NA,NA,10.586231884058,3.60666666666667,"7.1.21.4.2010",12
"1542","7.1.21.8.2010","0.101326644787024","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2010,7.1,27,21,8,13,31,513,17,124,0.11,836,NA,"good","check numbers of sub_plot",7,NA,11,NA,NA,10.586231884058,3.6,"7.1.21.8.2010",12
"1543","7.1.23.10.2013","0.682499877766271","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2013,13,12,23,10,17,20,493,53,52,0.82,848,8,"good","check numbers of sub_plot",7,NA,43.4666666666667,NA,18.8333333333333,18.8333333333333,6.95,"7.1.23.10.2013",12
"1544","7.1.23.4.2011","0.72625509038738","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,33,13,23,4,17,4,464,54,57,0.76,856,8,"good","check numbers of sub_plot",7,NA,37,NA,NA,10.586231884058,5.475,"7.1.23.4.2011",12
"1545","7.1.23.5.2009","0.202410881332932","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2009,11,27,23,5,16,0,487,28,124,0.17,835,NA,"good","check numbers of sub_plot",7,NA,29.4,NA,NA,10.586231884058,3.86142857142857,"7.1.23.5.2009",12
"1546","7.1.23.5.2010","0.167867706973719","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2010,7.1,27,23,5,11,23,473,26,124,0.16,831,NA,"good","check numbers of sub_plot",7,NA,25.5,NA,NA,10.586231884058,4.834,"7.1.23.5.2010",12
"1547","7.1.25.1.2012","0.722861375011739","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2012,33,14,25,1,15,29,525,55,62,0.71,852,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.1.25.1.2012",12
"1548","7.1.25.11.2013","0.520240026375887","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2013,13,16,25,11,15,8,497,50,72,0.56,849,8,"good","check numbers of sub_plot",7,NA,39.8833333333333,NA,19.3666666666667,19.3666666666667,7.5,"7.1.25.11.2013",12
"1549","7.1.25.5.2013","0.561708063026021","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2013,13,16,25,5,12,13,507,52,72,0.59,857,8,"good","check numbers of sub_plot",7,NA,41.4833333333333,NA,17.4166666666667,17.4166666666667,6.55,"7.1.25.5.2013",12
"1550","7.1.27.7.2013","0.592242578413322","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2013,13,12,27,7,17,31,493,50,52,0.77,856,8,"good","check numbers of sub_plot",7,NA,33.15,NA,16.8,16.8,6.96666666666667,"7.1.27.7.2013",12
"1551","7.1.28.6.2013","1.02369908622075","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2013,13,15,28,6,14,8,489,51,38,1.07,851,8,"good","check numbers of sub_plot",7,NA,42.0666666666667,NA,18,18,6.36666666666667,"7.1.28.6.2013",12
"1552","7.1.29.1.2011","0.553983633700031","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,13,41,29,1,16,41,462,53,67,0.64,857,8,"good","check numbers of sub_plot",7,NA,46.8571428571429,NA,NA,10.586231884058,5.01428571428571,"7.1.29.1.2011",12
"1553","7.1.29.2.2012","0.739203730600395","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2012,5,24,29,2,20,27,518,53,57,0.75,851,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.1.29.2.2012",12
"1554","7.1.29.8.2013","0.542485690255341","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2013,13,13,29,8,16,43,482,51,57,0.72,857,8,"good","check numbers of sub_plot",7,NA,44.1,NA,16.6,16.6,7.3,"7.1.29.8.2013",12
"1555","7.1.29.9.2013","0.621319368249998","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2013,13,14,29,9,13,15,493,53,62,0.69,853,8,"good","check numbers of sub_plot",7,NA,40.35,NA,18,18,6.43333333333333,"7.1.29.9.2013",12
"1556","7.1.30.10.2011","0.55766015869031","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,13,16,30,10,15,8,471,52,72,0.59,856,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.1.30.10.2011",12
"1557","7.1.4.7.2011","0.485866917946075","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2011,13,43,4,7,16,54,470,51,100,0.42,859,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.1.4.7.2011",12
"1558","7.1.7.3.2009","0.185321100334163","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,1,2009,13,50,7,3,16,21,472,30,124,0.19,834,NA,"good","check numbers of sub_plot",7,NA,44.5,NA,NA,10.586231884058,4.2,"7.1.7.3.2009",12
"1559","7.2.11.6.2011","0.475377252239545","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,21,11,6,11,34,475,51,96,0.44,860,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.2.11.6.2011",12
"1560","7.2.16.6.2010","0.16867573444411","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2010,7.2,27,16,6,10,58,472,27,124,0.17,835,NA,"good","check numbers of sub_plot",7,NA,18,NA,NA,10.586231884058,4.33333333333333,"7.2.16.6.2010",12
"1561","7.2.16.9.2010","0.134940587555288","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2010,7.2,27,16,9,9,43,460,22,124,0.14,835,NA,"good","check numbers of sub_plot",7,NA,15,NA,NA,10.586231884058,5.02166666666667,"7.2.16.9.2010",12
"1562","7.2.17.11.2011","0.641291001875773","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,14,17,11,9,57,465,52,62,0.68,858,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.2.17.11.2011",12
"1563","7.2.17.12.2010","0.150171905372157","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2010,14,27,17,12,21,32,448,22,124,0.14,826,NA,"good","check numbers of sub_plot",7,NA,33.5,NA,NA,10.586231884058,4.3125,"7.2.17.12.2010",12
"1564","7.2.17.7.2010","0.118497228532832","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2010,7.2,27,17,7,11,41,468,19,124,0.12,838,NA,"good","check numbers of sub_plot",7,NA,21.5,NA,NA,10.586231884058,7.055,"7.2.17.7.2010",12
"1565","7.2.17.9.2011","0.57523016510614","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,34,16,17,9,18,32,506,51,72,0.57,857,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.2.17.9.2011",12
"1566","7.2.18.12.2013","0.74939754882184","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2013,14,10,18,12,9,25,462,50,43,0.94,850,8,"good","check numbers of sub_plot",7,NA,47.9,NA,19.4,19.4,4.9,"7.2.18.12.2013",12
"1567","7.2.18.5.2011","0.483038821799706","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,20,18,5,20,56,473,52,91,0.46,854,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.2.18.5.2011",12
"1568","7.2.18.8.2011","0.422469817189629","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,21,18,8,11,52,500,50,96,0.43,856,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.2.18.8.2011",12
"1569","7.2.19.10.2010","0.218326140126491","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2010,7.2,27,19,10,15,25,503,32,124,0.2,832,NA,"good","check numbers of sub_plot",7,NA,22.1666666666667,NA,NA,10.8,4.57875,"7.2.19.10.2010",12
"1570","7.2.19.12.2011","0.640543576465661","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,34,15,19,12,12,43,539,51,67,0.62,857,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.2.19.12.2011",12
"1571","7.2.19.2.2011","0.485520536996078","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,27,19,2,16,35,544,51,96,0.43,849,8,"good","check numbers of sub_plot",7,NA,42.8571428571429,NA,NA,10.9,4.92857142857143,"7.2.19.2.2011",12
"1572","7.2.21.11.2010","0.251801560460578","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2010,7.2,27,21,11,11,13,531,38,124,0.24,831,NA,"good","check numbers of sub_plot",7,NA,28,NA,NA,10.586231884058,4.4,"7.2.21.11.2010",12
"1573","7.2.21.3.2011","0.412094009899381","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,34,24,21,3,22,0,474,51,105,0.39,850,8,"good","check numbers of sub_plot",7,NA,47,NA,NA,10.586231884058,5.825,"7.2.21.3.2011",12
"1574","7.2.21.4.2010","0.202168473091814","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2010,7.2,27,21,4,11,59,487,37,124,0.24,834,NA,"good","check numbers of sub_plot",7,NA,25,NA,NA,10.586231884058,3.60666666666667,"7.2.21.4.2010",12
"1575","7.2.21.8.2010","0.101326644787024","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2010,7.2,27,21,8,13,34,467,19,124,0.12,836,NA,"good","check numbers of sub_plot",7,NA,11,NA,NA,10.586231884058,3.6,"7.2.21.8.2010",12
"1576","7.2.23.10.2013","0.680480072766906","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2013,14,12,23,10,17,18,496,51,52,0.78,848,8,"good","check numbers of sub_plot",7,NA,43.8,NA,19.7,19.7,3.9,"7.2.23.10.2013",12
"1577","7.2.23.4.2011","0.743546878253747","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,34,12,23,4,17,6,462,51,52,0.8,856,8,"good","check numbers of sub_plot",7,NA,37,NA,NA,10.586231884058,5.475,"7.2.23.4.2011",12
"1578","7.2.23.5.2009","0.185543307888521","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2009,12,27,23,5,16,3,478,34,124,0.21,835,NA,"good","check numbers of sub_plot",7,NA,29.4,NA,NA,10.586231884058,3.86142857142857,"7.2.23.5.2009",12
"1579","7.2.23.5.2010","0.167867706973719","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2010,7.2,28,23,5,11,27,471,26,124,0.16,831,NA,"good","check numbers of sub_plot",7,NA,25.5,NA,NA,10.586231884058,4.834,"7.2.23.5.2010",12
"1580","7.2.25.1.2012","0.740072360131066","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2012,34,47,25,1,15,36,511,50,52,0.77,852,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.2.25.1.2012",12
"1581","7.2.25.11.2013","0.531732702972023","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2013,14,19,25,11,15,6,475,53,86,0.5,849,8,"good","check numbers of sub_plot",7,NA,46,NA,19.7,19.7,5.1,"7.2.25.11.2013",12
"1582","7.2.25.5.2013","0.641986101951465","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2013,14,14,25,5,12,16,507,54,62,0.7,857,8,"good","check numbers of sub_plot",7,NA,45.4,NA,17.6,17.6,4.7,"7.2.25.5.2013",12
"1583","7.2.27.7.2013","0.524557712308942","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2013,14,15,27,7,17,34,495,51,67,0.62,856,8,"good","check numbers of sub_plot",7,NA,34.8,NA,16.8,16.8,5,"7.2.27.7.2013",12
"1584","7.2.28.6.2013","0.938170394262599","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2013,14,10,28,6,14,5,491,51,43,0.96,851,8,"good","check numbers of sub_plot",7,NA,46.4,NA,18,18,5.5,"7.2.28.6.2013",12
"1585","7.2.29.1.2011","0.623231587912535","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,13,29,1,16,44,476,53,57,0.75,857,8,"good","check numbers of sub_plot",7,NA,46.8571428571429,NA,NA,10.586231884058,5.01428571428571,"7.2.29.1.2011",12
"1586","7.2.29.2.2012","0.77358529946553","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2012,6,12,29,2,20,29,575,50,52,0.77,851,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.2.29.2.2012",12
"1587","7.2.29.8.2013","0.542485690255341","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2013,14,15,29,8,16,46,491,50,67,0.6,857,8,"good","check numbers of sub_plot",7,NA,41.7,NA,16.6,16.6,4.7,"7.2.29.8.2013",12
"1588","7.2.29.9.2013","0.688779177427396","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2013,14,11,29,9,13,17,471,50,48,0.85,853,8,"good","check numbers of sub_plot",7,NA,50,NA,18.2,18.2,4.6,"7.2.29.9.2013",12
"1589","7.2.30.10.2011","0.603798527249633","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,15,30,10,15,11,465,52,67,0.63,854,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.2.30.10.2011",12
"1590","7.2.4.7.2011","0.491209999594035","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,21,4,7,16,57,463,52,96,0.45,858,8,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.2.4.7.2011",12
"1591","7.2.7.3.2009","0.168473727576512","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,2,2009,14,38,7,3,16,26,496,23,124,0.15,834,NA,"good","check numbers of sub_plot",7,NA,44.5,NA,NA,10.586231884058,4.2,"7.2.7.3.2009",12
"1592","7.NA.14.8.2009","0.269881175110575","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,NA,2009,7.2,24,14,8,9,27,493,50,110,0.36,835,NA,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.NA.14.8.2009",12
"1593","7.NA.15.9.2009","0.186654345660308","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,NA,2009,7.2,27,15,9,8,26,467,33,124,0.21,840,NA,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.NA.15.9.2009",12
"1594","7.NA.16.12.2009","0.32810506363045","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,NA,2009,8,26,16,12,13,38,470,51,120,0.33,831,NA,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.NA.16.12.2009",12
"1595","7.NA.16.7.2009","0.134778982061209","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,NA,2009,7.2,27,16,7,15,6,473,22,124,0.14,834,NA,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.NA.16.7.2009",12
"1596","7.NA.17.6.2009","0.202410881332932","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,NA,2009,7.2,27,17,6,14,42,513,43,124,0.27,835,NA,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.NA.17.6.2009",12
"1597","7.NA.21.10.2009","0.218490627993711","SPD-02",7,NA,NA,"TOTAL",NA,NA,NA,NA,2009,NA,27,21,10,17,8,478,30,124,0.19,832,NA,"good","check numbers of sub_plot",7,NA,NA,NA,NA,10.586231884058,NA,"7.NA.21.10.2009",12
